a,b,c,d,e,f,g,h
Jun-15,Late (31-120 days),36 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50043920,KS
May-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46803055,TX
Apr-15,Current,36 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46755695,DE
Feb-15,Current,60 months,F,F3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39562566,NY
Jul-15,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53282173,MA
,Current,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41196346,CO
Aug-15,,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57763967,RI
Feb-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40590506,
Jul-15,Current,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53161296,NV
Aug-15,Current,36 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57227247,MO
Jul-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55341008,MD
Dec-15,Current,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66581439,OK
Nov-15,Current,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65821582,NC
Dec-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66442763,WA
Feb-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41246907,MI
Jul-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54374427,CO
Jan-15,,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38556527,TX
Aug-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57185272,TX
Dec-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68323697,AL
Sep-15,Current,36 months,,D4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60466791,PA
Nov-15,Current,60 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65169237,NV
Dec-15,Current,60 months,B,B4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66360447,GA
Jan-15,Current,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38608511,CA
Apr-15,Current,60 months,,D4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45294502,TX
Jun-15,Fully Paid,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51115255,OR
Feb-15,Current,60 months,D,D3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41061151,UT
Aug-15,,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58250703,CA
Feb-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40776404,FL
Oct-15,Current,60 months,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63218769,NY
Apr-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46244273,CA
Apr-15,Current,36 months,E,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46234587,WI
Aug-15,Current,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57703559,PA
Nov-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63967503,AZ
May-15,Current,60 months,B,B3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48020994,CA
Jun-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51116885,NY
Dec-15,Current,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67575562,FL
Dec-15,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65423884,PA
May-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47230675,NC
Jan-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37641179,CA
Jul-15,Fully Paid,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54047304,CA
Jan-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38527442,CA
Nov-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63722625,
May-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48725601,CT
Sep-15,Current,36 months,C,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60606958,IN
Aug-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55933852,TX
Sep-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60636268,
Oct-15,Current,,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63436442,MA
Aug-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57226803,FL
Jun-15,Current,60 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50615773,MO
Aug-15,Current,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55920450,
Apr-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46753681,MN
Dec-15,Current,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66481987,MS
Oct-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61341444,MI
Dec-15,Current,60 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67705991,CA
Sep-15,Current,60 months,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60685934,OK
,Fully Paid,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62286890,NY
Oct-15,Current,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62714781,IL
Jan-15,Current,36 months,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37948249,OH
Sep-15,Current,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60307145,NY
Dec-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66550815,CT
Oct-15,Late (31-120 days),36 months,E,E2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60952910,NC
Jul-15,Current,36 months,B,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54778442,PA
Dec-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65774498,NE
Feb-15,Fully Paid,60 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40961312,
Jun-15,Current,60 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50635796,NY
Aug-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56984701,NY
,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55191671,FL
Oct-15,Current,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63074432,VA
Jun-15,Current,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51887000,FL
Nov-15,Current,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63958827,VA
Sep-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59412766,FL
Mar-15,Fully Paid,36 months,,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43351170,MI
Oct-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61612997,CA
Feb-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39749193,VA
Oct-15,Current,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62974685,DE
Oct-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61982206,IL
Dec-15,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65945486,NY
,Current,36 months,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57094725,MO
Mar-15,Current,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43275998,CO
Sep-15,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59161972,AR
Jul-15,,60 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56127583,NJ
Oct-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60356397,AL
Aug-15,,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58543725,TX
Nov-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63449512,NC
Sep-15,Current,36 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60175488,IL
,Current,60 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65199373,DE
Jan-15,Current,36 months,A,A2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39640575,NY
Aug-15,Current,36 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58542112,CA
Feb-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40562878,NJ
Apr-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44269738,
Oct-15,Current,60 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62724296,IL
,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61469069,IL
Jul-15,Current,36 months,B,B1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55310670,DC
Nov-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64009608,CA
Apr-15,Fully Paid,36 months,C,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46834995,PA
Oct-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63415381,WI
Oct-15,Current,36 months,,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63337347,IL
Aug-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56011427,WI
Feb-15,Current,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39917986,MI
Apr-15,,36 months,D,D3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46497001,IN
Jan-15,Current,36 months,,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40287591,NY
Sep-15,Current,60 months,C,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60616803,FL
Aug-15,,60 months,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56330250,IL
Nov-15,In Grace Period,60 months,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65200899,NJ
May-15,Current,36 months,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48504716,NY
Aug-15,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56522779,IL
Dec-15,Current,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67308827,MO
Aug-15,Current,60 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58400541,FL
,Current,60 months,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67428838,TX
Dec-15,Current,60 months,E,E4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66455091,UT
,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66121875,CA
Mar-15,Current,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41256551,MS
Jan-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40520340,CO
Jan-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38645088,MI
Apr-15,Fully Paid,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46284627,OH
Apr-15,Current,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46886504,GA
Aug-15,Current,,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56572839,ND
Apr-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45384692,KS
,Fully Paid,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51246985,CA
,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41378900,CA
Jul-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55250220,IL
May-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50303373,NJ
Apr-15,Fully Paid,60 months,E,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46426972,NV
Dec-15,Current,60 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66493565,NJ
Dec-15,Current,36 months,,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66074180,MO
Aug-15,Current,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55158485,NJ
,Current,60 months,E,E4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50426007,NC
Jan-15,Current,36 months,,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39917775,WA
Nov-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66084368,AZ
Oct-15,Current,60 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63495477,MS
Oct-15,Current,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62033431,GA
Jan-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38525079,MA
Jan-15,Fully Paid,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38477891,MI
Oct-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61352407,NY
Jul-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49864414,
Mar-15,Current,60 months,C,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42434880,CA
May-15,Fully Paid,,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46134999,CA
Jun-15,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49217715,NC
Oct-15,Current,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60626658,TX
Jan-15,Current,36 months,A,A2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35683282,
Mar-15,Fully Paid,60 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41298816,NM
Aug-15,Current,36 months,,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55899007,MI
Oct-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62126534,TX
Jun-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50645704,NJ
Nov-15,Current,36 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65191449,CA
Dec-15,Current,36 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67397731,NY
Jan-15,Charged Off,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38435222,VA
Oct-15,Current,36 months,,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63154311,IL
Sep-15,Current,60 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59079910,CA
,Current,36 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57224304,OK
Oct-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61148185,CA
